,0,1,2,3,4,5
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1913.csv,1.0,1.232019169080626,0.8592250337009054,0.6405163415831833,0.5889651071090034,0.43299114549118706
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL6166.csv,1.0,0.9316856984176722,0.5199139600288238,0.2272645230472055,0.19042650330767125,0.15816616551404195
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3650.csv,1.0,0.3922071262307916,0.2456031456046043,0.2300887849628379,0.21235692335197467,0.1721631651289686
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4282.csv,0.9999999999999998,0.5755620945887511,0.5379987916567163,0.4915956785532199,0.5339323180440165,0.4504602689664715
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL301.csv,1.0,0.72204929039501,0.46134766706478336,0.3455723388627505,0.31288036835436367,0.23110680262328698
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1827.csv,1.0,0.9747666260007355,0.8314028539610528,0.7301248295118802,0.6389559069429462,0.5320532020232035
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4296.csv,1.0,0.7253867156065222,0.3449950182712315,0.3151071935472022,0.27700927397728875,0.4955116692619137
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL2581.csv,1.0,0.4924765389634189,0.27322166587173075,0.24867901226345154,0.12988151399985104,0.05308978849865392
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3952.csv,1.0,1.2060160530616495,0.7429369721198162,0.7407069295447869,0.5808516059662029,0.45539815294117
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3231.csv,1.0,0.7348543718199708,0.5057558792401954,0.36834515457444295,0.32805095842360055,0.17707820477228933
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL223.csv,1.0,0.5195824794299966,0.29519467622343554,0.2462884443171623,0.17381910919078455,0.16444389327344108
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4005.csv,1.0000000000000002,0.5252146308711224,0.32249092204312385,0.24427618631187983,0.1986928280741798,0.25534445401868094
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4015.csv,1.0,0.6635648096501072,0.5985015506133282,0.4231661039456514,0.3157040169124692,0.29747573691193163
