,0,1,2,3,4,5
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1913.csv,1.0,1.1767667826722399,0.27439393078076335,0.20675234269549414,0.1865165265532355,0.15885544389277081
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL6166.csv,1.0,0.4513565704113927,0.2934529052574792,0.22018501388505043,0.19101872497067343,0.1643939536800151
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3650.csv,1.0,0.3878050249358337,0.13935816669070508,0.12069311286047507,0.09085038297203887,0.08195497604896454
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4282.csv,0.9999999999999998,0.7662375446662603,0.3204581167842567,0.24395937231805048,0.17221777697659552,0.1697948145991503
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL301.csv,1.0,0.2551040645949573,0.17433803134406642,0.14699808666168937,0.12934721236130126,0.10703382609012142
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1827.csv,1.0,1.2901570727473233,0.4502340282812747,0.27935202709914686,0.16325780873209583,0.1295691084496881
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4296.csv,1.0,0.9826157450468351,0.27525620554695374,0.19850271251706444,0.15742892304002387,0.1343745230446555
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL2581.csv,1.0,0.5534028511996663,0.2815052566325557,0.19169919855339612,0.118146339080578,0.08960496162878732
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3952.csv,1.0,1.405279253513884,0.24351052060777117,0.14237696181658446,0.09533277466937054,0.08521886447406929
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3231.csv,1.0,0.684898320948762,0.3182584654730217,0.28255282014727134,0.21770462705692922,0.1872742516044763
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL223.csv,1.0,0.2681758537433379,0.12609144316281984,0.08254015160320549,0.07455191908794188,0.06238004419826741
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4005.csv,1.0000000000000002,0.33748196996686347,0.16092939803200854,0.14204721113637683,0.10238665257971082,0.0868980086772746
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4015.csv,1.0,0.4747459719462915,0.2682252668465894,0.2331987782693576,0.1840597511497799,0.1719901383811983
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1795098.csv,1.0000000000000002,0.33707183427944204,0.10961547912696214,0.08975037049240779,0.0809383046255669,0.06274236806220228
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL2039.csv,1.0,0.4452649407839815,0.26617778653593993,0.21446144828284228,0.15026519801999005,0.1322970735620239
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1824.csv,1.0,1.554810147280085,0.14567941434586704,0.11890514820222596,0.10285564755986203,0.08443901395053917
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1785.csv,0.9999999999999999,0.797987922972674,0.16749361184177247,0.08919437676697128,0.05772532604099708,0.04915946243434446
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL249.csv,0.9999999999999998,1.2502195516768846,1.1041991303493595,0.45328071699100947,0.33926547322436357,0.2815371622322972
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL214.csv,1.0,0.5234701023688995,0.3353600559107674,0.27559817769428496,0.24638895389894475,0.2140617283988508
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL289.csv,1.0,0.22001775913694996,0.1442377459459673,0.13832760821275983,0.10959468349365581,0.10931358275917319
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4101.csv,1.0,0.37606695444553595,0.19343708193134013,0.11548675108168042,0.10670981472559485,0.07136109225397348
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL234.csv,1.0000000000000002,0.6868440123559836,0.2794141189818665,0.19858316555556804,0.17123248973017938,0.16517235711447775
