,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
region_of_disagreement,-0.08006125711503595,0.1048377234292615,-0.008065809246454662,0.23045647749303969,0.08685877269648141,-0.1714357132405313,-0.13160191200779064,-0.12471397847202897,-0.17616075263996456,-0.0941663286917942,-0.06796689811042582,-0.12077169496939721,-0.10487542224143406,-0.16614348673200274,-0.1733706045849206,-0.12327975292300829,-0.13395681978034985,-0.09847059546898627,-0.09849557388549955,-0.1098136685875696
