,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
base,0.7394263198000548,0.3151656910353721,0.7095490467784572,0.6511351967605091,0.8930200172281799,0.6292581389968327,0.5348916369540414,0.5073541773485778,0.37290510783886305,0.4863519492906844,0.604955954377898,0.6394326581636358,0.8275712342648937,0.6245805103195046,0.6571091536162865,0.5802862807732545,0.581486077297142,0.3836021431197339,0.5205189469575617,0.5217754711397591,0.557241366766946,0.444763979016931,0.4046875620156651,0.30326873560882806,0.3467170606572479,0.2530702616171937,0.35929941188641457,0.32034115673893465,0.25809146516898507,0.2592079620956109,0.18745099629288423,0.23616480445683163,0.19633191645319553,0.15994693313610334,0.17841829055570996,0.07953817381620057,0.04351206697059507,0.05227053542889247,0.08349930841562743,0.0948327691074048,0.10277916181816527,0.04109858110150297,0.07826025010582736,0.031155327262787687,0.05387092357648665,0.06014450906858943,0.07110726454126516,0.0705976130913686,0.07270163204084039,0.07260658842161424,0.08585911926926808,0.07741643649857916,0.09156317917854444,0.0941263943612898,0.12372931644118416,0.09159677468097507,0.07826410260536949,0.07807495572662757,0.03362669029773487,0.03472175840602208,0.0792380402417675,0.0676440139909739,0.05247468615768527,0.05660851085200089,0.045719317965538395,0.03780381424856798,0.04470537542364367,0.03810158411456646,0.03834808815730799,0.04306762703344769,0.05101727320465105,0.05405298148000123,0.05596665405256498,0.057787591620632045,0.050270802398376474,0.04690511654653801,0.04121701037990094,0.028486977033508783,0.02450773373658641,0.021004248356420542,0.04226083888070168,0.02206078743871769,0.011981581996772326,0.021283243225441846,0.013294652809773332,0.009564951915468453,0.014780369180100466,0.019108565575476463,0.02015392464930566,0.011138716845736165,0.010181060408033588,0.0011552430726009095,-0.013486813561291474,-0.009813802669554188,-0.024106973495130003,-0.04555032602805796,-0.06566432575668163,-0.059977527137702435,-0.06507271872111817,-0.07601273871550603,-0.0684011264757065,-0.04843555790274785,-0.04634976289325627,-0.04003826704593821,-0.034679891381031225,-0.016727868375051823,-0.021086773703848413,-0.01429262764407554,-0.014821782053336945,-0.01937383489060192,-0.02100360288719703,0.013281792124081775,0.0377933907224781,0.033055803117671596,0.05106285260884616,0.054877938343968986,0.05876188920100034,0.06023047041637625,0.05588722646344652,0.05473033213101924,0.0589902430813404,0.06188162926273141,0.05148016539609291,0.048638102706124384,0.045654634843287,0.04074865056454643,0.0383866960672462,0.039266709854466515,0.0376946365848202,0.03486875100968415,0.043326638665051584,0.04574051517250801,0.04092309227156161,0.04058016525299073,0.03673879693245206,0.042371752699151895,0.03953932847273563,0.04009930604699112,0.03207562511169424,0.033524556734961714,0.03175777930731434,0.030197561127482894,0.026816574650579426,0.030170193846213295,0.027920283286940465,0.030460278998517585,0.03314589146681819,0.02560150650092699,0.026149560851362615,0.04208820172553075,0.041898668942629204,0.03214506967886896,0.029832481949972234,0.021778170809508682,0.026521383027419423,0.024476684048881443,0.032957778555338865,0.04089601668183172,0.032945370797653944,0.033255042026257634,0.035347605777518894,0.03405735358634485,0.03400800605072959,0.03265117238545151,0.03320868002409266,0.038168959942266115,0.03416829033856097,0.02900438044321354,0.031478931609996805,0.03000176199717452,0.039354373040044736,0.019908041706991928,0.0204941567117768,0.018662869192608705,0.01705089045238476,0.01734869531573473,0.01332668055905824,0.014422240578821448,0.013575844931748057,0.027051267230900924,0.025769594229619934,0.015337023992054825,0.010399782094269724,0.013885954487645307,0.007742872897714419,0.002586685833663091,0.0027894414713058755,0.0016956413406099607,-0.00236429678046583,-0.005943065326228746,-0.003192502774651401,-0.005764013166084123,-0.008330207114551742,-0.0027000781032294465,-0.0007786284413224116
