,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
base,0.431592238719994,0.39800276411012037,0.45168881862385146,0.4302348429061024,0.43442739794635926,0.4082815635307197,0.4046250636938968,0.4063994508345279,0.4001797881859327,0.40606520913153715,0.4147435889725618,0.40773472629842705,0.40472600791771407,0.3478874459494991,0.34465969484628495,0.33625045173091805,0.33389343358588974,0.3108373704850866,0.3231394626318637,0.3230636401291338,0.31831886892637945,0.2960898545665544,0.28907361422976113,0.2806761917884849,0.28110403909883036,0.271574626888912,0.27056456882835456,0.2634534335447583,0.2563975663545772,0.25495614146772605,0.2498597635238066,0.25548614369912975,0.2495152052049621,0.244117011965674,0.24581596682987375,0.24298905690578862,0.24052056562829235,0.24221328126187736,0.2429558548795081,0.24244161873789544,0.24086632970548108,0.24141792819056285,0.23864893550761807,0.24262979679053737,0.23861499615729057,0.23563121003037704,0.23458543899284057,0.23412453312600387,0.2297052116038876,0.22854334346431188,0.22462133157157665
