,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
clusterise,0.431592238719994,0.3625738759646539,0.3617003530949479,0.362208996657711,0.4172226337125157,0.42210419237402275,0.45570627982886763,0.4322829074024328,0.4003985864018415,0.38360057785684165,0.38681798050554084,0.3481120067931202,0.3507303910052636,0.3695080383590492,0.37052855582778393,0.37242067860286127,0.3674068299987072,0.3603381116197314,0.3471008300752701,0.34320367639900295,0.30808559788676126,0.31349369815037614,0.3086210119349973,0.3024775268668124,0.2938654619484856,0.29183126764860523,0.2927574958007272,0.2870653015090904,0.2961223502619341,0.28299439098550994,0.2802166444159788,0.2842215781090835,0.282208228204904,0.27971884793756246,0.2671192767157886,0.2594568701878256,0.2541571156082237,0.25141345099370627,0.24907925818279567,0.24948298138538186,0.2489002883235063,0.2481031586442425,0.24843312601091141,0.248231057401581,0.24752304728143082,0.24797420768303755,0.24613386431534323,0.24639382186170422,0.24595950908676673,0.2434941266749381,0.2348178195060504
