,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
base,-0.08006125711503595,-0.06372643157504679,-0.20673312124107016,-0.3516916878685885,-0.34298895268667395,-0.06653034861142895,-0.13002290629142052,-0.15447581068152053,-0.1050638937903453,-0.11502372500891585,-0.07554249010051393,-0.10694737273442399,-0.22341688554471129,-0.2258249966961515,-0.2660983010934741,-0.18073858983076546,-0.16955282712961736,-0.09800878700234511,-0.10769867037555242,-0.09428151728261185
