,5,6,7,8,9,10,11,12,13,14
uncertainty_sampling2,1.43789768237385,1.3468885847334746,1.3199483176321956,1.3254635947098106,1.5050897942487402,1.5461979352448993,1.340190730852118,1.2301321440687774,1.1955360892562408,1.1664360738923274
broad_base,1.43789768237385,1.4506494534103886,1.484015453163889,1.4667955943359667,1.5619402858949423,1.4736937926671505,1.462297490978864,1.3683065714784008,1.3388154068586167,1.3489796529457714
base,1.43789768237385,1.2292953602823071,1.317685465034938,1.2988954896064473,1.3273989481747412,1.3531636877266715,1.3362289367372793,1.3575561648882102,1.3927129000071654,1.3722088268935402
