,5,6,7,8,9,10,11,12,13,14
region_of_disagreement,2.4054721557022867,2.2168776257842655,2.1622351754273965,2.551582951625055,2.5662023876411575,2.2483038228042695,2.31369605591631,2.144367015391715,2.1448393860319075,2.4470580574836833
base,2.4054721557022867,2.880012910900211,2.6932762515992286,2.7346326117758757,2.5897806510026142,2.8650366695408724,2.90515842026317,2.9249995503339963,2.8848332504156953,2.819659456875589
