,0,1,2,3,4,5,6,7,8
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1913.csv,1.0,0.7381878803571781,0.6028590281499938,0.3917018160770419,0.3530396446672713,0.1279972135024187,0.0858242131473742,0.07364456498081551,0.06546506350179952
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL6166.csv,1.0,0.5703053692940747,0.38124513004394395,0.3252609766400543,0.26811356703660316,0.2264163717594617,0.16591423839832511,0.14287082724733405,0.10119814742005986
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3650.csv,1.0,0.5660261296764942,0.2579695660597429,0.18105079578346595,0.15149355793157335,0.15606972820543275,0.13038291200299612,0.09511924433613338,0.10054956962723507
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4282.csv,0.9999999999999998,1.2953760133203265,0.5412403365272724,0.4111422557343963,0.26081323314428023,0.2357170779693792,0.20457717031603181,0.18260385607596374,0.17730061524498
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL301.csv,1.0,0.4631714539045917,0.42485606273806,0.22200140252984754,0.195651107247188,0.17056110621347179,0.15221961393370936,0.16164963050255876,0.1288234441636687
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1827.csv,1.0,4.25077096035014,1.7040983626994615,1.0936964346181297,0.5204423980118162,0.33979277337027025,0.2579184400678596,0.1996871317056099,0.14709971873970787
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4296.csv,1.0,1.1691716734387727,0.358090280892215,0.27796397626726554,0.22554255714903923,0.21657112609374896,0.14677418697880118,0.1354196286751777,0.11745167579036973
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL2581.csv,1.0,1.2055588879379486,0.32241832646195473,0.2846976931310801,0.1581478170789518,0.10446174656085346,0.04738666740605991,0.029718127238577023,0.022085621194077053
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3952.csv,1.0,0.845789275896122,0.7259613869917739,0.28834357439401803,0.2312290345650695,0.1506992074419911,0.11615522933878644,0.09976802349719663,0.08662189949796743
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL3231.csv,1.0,1.23507932499253,0.6945017471324215,0.43986625688922315,0.3146346138993996,0.22777172675519672,0.16301802122769973,0.1247404130269147,0.12389307754852946
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL223.csv,1.0,0.310457906275357,0.13665688092205464,0.06569150494391604,0.04761201074098384,0.04346466983441346,0.03223655726815854,0.03562914865534932,0.014766679309337657
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4005.csv,1.0000000000000002,0.8415184966248285,0.7173881453154839,0.3645889240565145,0.20752809144886142,0.15882774713083664,0.13833938598954956,0.1282178198514503,0.12027530542211458
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4015.csv,1.0,0.8911729164665863,0.537448264348239,0.25207225417708873,0.26664083468735944,0.20319121757352632,0.16397461368172622,0.13350516305407165,0.12940362492952467
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1795098.csv,1.0000000000000002,0.08244162040653367,0.15790208952970286,0.0695347849426907,0.07682258594679972,0.0642400920688416,0.0467537823094101,0.03545397970782707,0.025884268757503014
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL2039.csv,1.0,0.40328175282709494,0.34526226881756505,0.35566980218826655,0.26595128104958277,0.2130495615317835,0.1336718519863099,0.05801792504203967,0.04242291333972577
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1824.csv,1.0,0.9267165535089574,0.2890920390507064,0.13108278432535123,0.1206896856918354,0.09934657798767091,0.07679677402902042,0.05612417064389557,0.055810116207968656
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL1785.csv,0.9999999999999999,0.732638369607257,0.5782792386916711,0.3764355538051836,0.17939897055339118,0.03859510878683348,0.027797679137464178,0.023491638694075063,0.011450570633986122
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL249.csv,0.9999999999999998,1.3754249570639023,0.5321964594832211,0.4298427391473428,0.3795317002984889,0.3378156789824718,0.31077496196921645,0.27487747464698475,0.24949705705396974
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL214.csv,1.0,1.2201060244661726,1.0294813181838314,0.5574768169686394,0.4923350378651698,0.3770464469242101,0.31747506838864803,0.2732890937240197,0.23996825800555097
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL289.csv,1.0,0.3012344682991078,0.30815227297652326,0.22539426074146554,0.20786494777009845,0.17576085671737704,0.14645925873139093,0.15243712087750494,0.14495469593573335
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL4101.csv,1.0,0.5713492160132275,0.39878148468789265,0.29189995399490265,0.14446324213881376,0.11883068321905645,0.07243075493802355,0.04622404234079999,0.0398628351976357
/home/rjb255/University/ChemEng/ResearchProject/data/big/qsar_with_lims/CHEMBL234.csv,1.0000000000000002,1.2476315813907415,1.1580546351806447,0.676987888953513,0.27497531337989845,0.2851817494008138,0.24973026445121027,0.21325064574685018,0.21131751853184597
